transaction_id,transaction_timestamp,transaction_amount,fraud_user_id,device_type,merchant_category,ip_country,entry_mode,is_fraud,inter_txn_minutes,fraud_probability,risk_score,risk_flag,risk_bucket
8040,2024-02-13 08:18:00,82,6227,mobile,Digital Goods,UK,Manual_Keyed,0,0.0,0.7328122321811209,0.7328122321811209,0,Low
8041,2024-02-13 08:19:00,71,6227,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.5073710454573468,0.5073710454573468,0,Low
8042,2024-02-13 08:20:00,76,6227,mobile,Digital Goods,CA,Manual_Keyed,0,1.0,0.6897612920078701,0.6897612920078701,0,Low
8043,2024-02-13 08:20:00,57,6227,mobile,Digital Goods,CA,Manual_Keyed,0,0.0,0.4244167656723768,0.4244167656723768,0,Low
8044,2024-02-13 08:21:00,82,5467,mobile,Digital Goods,UK,Manual_Keyed,0,9999.0,0.8365616348209863,0.8365616348209863,0,Medium
8045,2024-02-13 08:21:00,71,5467,mobile,Digital Goods,DE,Manual_Keyed,1,0.0,0.664974717863026,0.664974717863026,0,Low
8046,2024-02-13 08:22:00,67,5467,mobile,Digital Goods,CA,Manual_Keyed,0,1.0,0.7830599530455034,0.7830599530455034,0,Medium
8047,2024-02-13 08:23:00,77,5467,mobile,Digital Goods,UK,Manual_Keyed,1,1.0,0.5601434616908476,0.5601434616908476,0,Low
8048,2024-02-13 08:24:00,82,5467,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.7737389564723863,0.7737389564723863,0,Medium
8049,2024-02-13 08:24:00,74,5467,mobile,Digital Goods,DE,Manual_Keyed,0,0.0,0.6433242272083267,0.6433242272083267,0,Low
8050,2024-02-13 08:32:00,12,2201,mobile,Grocery,CA,Contactless,0,10737.0,0.19852656437632862,0.19852656437632862,0,Low
8051,2024-02-13 08:39:00,183,3971,mobile,Digital Goods,US,Chip,0,482.0,0.05300352192394854,0.05300352192394854,0,Low
8052,2024-02-13 08:49:00,73,1878,mobile,Travel,US,Chip,0,3272.0,0.2282915228087167,0.2282915228087167,0,Low
8053,2024-02-13 09:01:00,152,2101,tablet,Fashion,AU,Chip,0,58424.0,0.1435559407459756,0.1435559407459756,0,Low
8054,2024-02-13 09:02:00,62,4039,mobile,Digital Goods,AU,Manual_Keyed,0,9999.0,0.8081135820322691,0.8081135820322691,0,Medium
8055,2024-02-13 09:02:00,57,4039,mobile,Digital Goods,UK,Manual_Keyed,0,0.0,0.31604246696693766,0.31604246696693766,0,Low
8056,2024-02-13 09:02:00,87,4039,mobile,Digital Goods,DE,Manual_Keyed,0,0.0,0.6448688589569708,0.6448688589569708,0,Low
8057,2024-02-13 09:03:00,73,4039,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.5489558931734431,0.5489558931734431,0,Low
8058,2024-02-13 09:04:00,50,4039,mobile,Digital Goods,CA,Manual_Keyed,0,1.0,0.39753152007548886,0.39753152007548886,0,Low
8059,2024-02-13 09:04:00,81,4039,mobile,Digital Goods,DE,Manual_Keyed,1,0.0,0.7062073419085337,0.7062073419085337,0,Low
8060,2024-02-13 09:05:00,59,4669,mobile,Digital Goods,CA,Manual_Keyed,1,11639.0,0.5372915610906756,0.5372915610906756,0,Low
8061,2024-02-13 09:05:00,63,4669,mobile,Digital Goods,CA,Manual_Keyed,1,0.0,0.7907884795057,0.7907884795057,0,Medium
8062,2024-02-13 09:06:00,70,4669,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.47796893027180176,0.47796893027180176,0,Low
8063,2024-02-13 09:07:00,55,2550,mobile,Digital Goods,CA,Manual_Keyed,0,21903.0,0.45337160858843417,0.45337160858843417,0,Low
8064,2024-02-13 09:07:00,84,2550,mobile,Digital Goods,CA,Manual_Keyed,0,0.0,0.7804067175784569,0.7804067175784569,0,Medium
8065,2024-02-13 09:08:00,69,2550,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.5725283589848981,0.5725283589848981,0,Low
8066,2024-02-13 09:09:00,50,2550,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.3758673232853324,0.3758673232853324,0,Low
8067,2024-02-13 09:17:00,172,4286,web,Electronics,AU,Chip,0,13693.0,0.40834564782457516,0.40834564782457516,0,Low
8068,2024-02-13 09:24:00,342,2023,web,Travel,US,Chip,0,9999.0,0.3655189110873889,0.3655189110873889,0,Low
8069,2024-02-13 09:36:00,189,3413,mobile,Grocery,CA,Contactless,0,20665.0,0.2057418319161317,0.2057418319161317,0,Low
8070,2024-02-13 09:48:00,310,1105,mobile,Grocery,CA,Contactless,0,6294.0,0.1793590132674837,0.1793590132674837,0,Low
8071,2024-02-13 09:48:00,60,7221,mobile,Digital Goods,UK,Manual_Keyed,0,9999.0,0.8176597329042303,0.8176597329042303,0,Medium
8072,2024-02-13 09:49:00,58,7221,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.677315014487041,0.677315014487041,0,Low
8073,2024-02-13 09:50:00,72,7221,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.3936116972394121,0.3936116972394121,0,Low
8074,2024-02-13 09:50:00,77,7221,mobile,Digital Goods,DE,Manual_Keyed,0,0.0,0.5489558931734431,0.5489558931734431,0,Low
8075,2024-02-13 09:51:00,78,7221,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.45415345626782166,0.45415345626782166,0,Low
8076,2024-02-13 09:51:00,76,2766,mobile,Digital Goods,DE,Manual_Keyed,0,31352.0,0.6241976487620031,0.6241976487620031,0,Low
8077,2024-02-13 09:51:00,55,2766,mobile,Digital Goods,DE,Manual_Keyed,0,0.0,0.37111836935743714,0.37111836935743714,0,Low
8078,2024-02-13 09:52:00,55,2766,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.23625541502569994,0.23625541502569994,0,Low
8079,2024-02-13 09:52:00,85,2766,mobile,Digital Goods,UK,Manual_Keyed,0,0.0,0.6467504232943364,0.6467504232943364,0,Low
8080,2024-02-13 09:53:00,54,2766,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.23625541502569994,0.23625541502569994,0,Low
8081,2024-02-13 09:54:00,77,2766,mobile,Digital Goods,AU,Manual_Keyed,1,1.0,0.3936116972394121,0.3936116972394121,0,Low
8082,2024-02-13 09:55:00,86,2766,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.6953799165876845,0.6953799165876845,0,Low
8083,2024-02-13 09:55:00,50,4007,mobile,Digital Goods,DE,Manual_Keyed,0,41998.0,0.6349598546587493,0.6349598546587493,0,Low
8084,2024-02-13 09:56:00,72,4007,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.5489558931734431,0.5489558931734431,0,Low
8085,2024-02-13 09:57:00,89,4007,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.4812684837090411,0.4812684837090411,0,Low
8086,2024-02-13 09:57:00,72,4007,mobile,Digital Goods,AU,Manual_Keyed,0,0.0,0.3936116972394121,0.3936116972394121,0,Low
8087,2024-02-13 10:02:00,340,4676,web,Digital Goods,AU,Contactless,0,5490.0,0.108346346274077,0.108346346274077,0,Low
8088,2024-02-13 10:11:00,2804,6652,mobile,Travel,AU,Manual_Keyed,0,9385.0,0.3798631948227816,0.3798631948227816,0,Low
8089,2024-02-13 10:13:00,93,5949,tablet,Fashion,US,Manual_Keyed,0,13377.0,0.18276879752260736,0.18276879752260736,0,Low
8090,2024-02-13 10:18:00,60,1746,mobile,Digital Goods,UK,Contactless,0,26495.0,0.34075896076383944,0.34075896076383944,0,Low
8091,2024-02-13 10:25:00,341,6319,mobile,Electronics,US,Contactless,0,9999.0,0.19161220352775052,0.19161220352775052,0,Low
8092,2024-02-13 10:36:00,156,7277,mobile,Electronics,CA,Chip,0,9999.0,0.18594046532844372,0.18594046532844372,0,Low
8093,2024-02-13 10:40:00,331,2280,mobile,Grocery,AU,Contactless,0,30922.0,0.11659703928458799,0.11659703928458799,0,Low
8094,2024-02-13 10:41:00,54,3369,mobile,Digital Goods,CA,Manual_Keyed,0,9999.0,0.42543110743199114,0.42543110743199114,0,Low
8095,2024-02-13 10:41:00,82,3369,mobile,Digital Goods,AU,Manual_Keyed,0,0.0,0.551198330005525,0.551198330005525,0,Low
8096,2024-02-13 10:42:00,50,3369,mobile,Digital Goods,CA,Manual_Keyed,0,1.0,0.39753152007548886,0.39753152007548886,0,Low
8097,2024-02-13 10:43:00,66,3369,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.7147483719602874,0.7147483719602874,0,Low
8098,2024-02-13 10:53:00,303,2171,web,Grocery,DE,Contactless,0,9999.0,0.6041564388160567,0.6041564388160567,0,Low
8099,2024-02-13 11:07:00,44,2795,mobile,Digital Goods,DE,Contactless,0,61864.0,0.12121609905015664,0.12121609905015664,0,Low
8100,2024-02-13 11:07:00,57,6936,mobile,Digital Goods,DE,Manual_Keyed,0,43610.0,0.5377099376580864,0.5377099376580864,0,Low
8101,2024-02-13 11:08:00,83,6936,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.7511480868418704,0.7511480868418704,0,Low
8102,2024-02-13 11:08:00,79,6936,mobile,Digital Goods,AU,Manual_Keyed,0,0.0,0.6022620460037658,0.6022620460037658,0,Low
8103,2024-02-13 11:09:00,62,6936,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.9490545741322024,0.9490545741322024,1,Critical
8104,2024-02-13 11:09:00,60,6936,mobile,Digital Goods,CA,Manual_Keyed,0,0.0,0.9212099073936446,0.9212099073936446,1,High
8105,2024-02-13 11:10:00,68,6936,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.8556784667968063,0.8556784667968063,1,Medium
8106,2024-02-13 11:14:00,432,2403,mobile,Electronics,CA,Chip,0,9999.0,0.32022871752404264,0.32022871752404264,0,Low
8107,2024-02-13 11:26:00,230,7954,mobile,Digital Goods,UK,Chip,0,9999.0,0.4268293111320019,0.4268293111320019,0,Low
8108,2024-02-13 11:38:00,19,2251,mobile,Electronics,US,Chip,0,9999.0,0.03493290576756769,0.03493290576756769,0,Low
8109,2024-02-13 11:39:00,78,5145,mobile,Digital Goods,DE,Manual_Keyed,0,1018.0,0.659211256875656,0.659211256875656,0,Low
8110,2024-02-13 11:39:00,73,5145,mobile,Digital Goods,UK,Manual_Keyed,0,0.0,0.8010616063993538,0.8010616063993538,0,Medium
8111,2024-02-13 11:40:00,76,5145,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.8010616063993538,0.8010616063993538,0,Medium
8112,2024-02-13 11:40:00,66,5145,mobile,Digital Goods,CA,Manual_Keyed,0,0.0,0.9123100519576779,0.9123100519576779,1,High
8113,2024-02-13 11:41:00,65,1884,mobile,Digital Goods,AU,Manual_Keyed,0,49522.0,0.8702875148926359,0.8702875148926359,1,Medium
8114,2024-02-13 11:41:00,76,1884,mobile,Digital Goods,UK,Manual_Keyed,0,0.0,0.8010616063993538,0.8010616063993538,0,Medium
8115,2024-02-13 11:42:00,66,1884,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.9454432625026377,0.9454432625026377,1,Critical
8116,2024-02-13 11:43:00,64,1884,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.8388974949753651,0.8388974949753651,1,Medium
8117,2024-02-13 11:44:00,62,1884,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.8388974949753651,0.8388974949753651,1,Medium
8118,2024-02-13 11:51:00,264,7840,mobile,Electronics,US,Contactless,0,49070.0,0.12447270206748884,0.12447270206748884,0,Low
8119,2024-02-13 12:01:00,453,2601,web,Electronics,UK,Manual_Keyed,0,19291.0,0.08067807846786697,0.08067807846786697,0,Low
8120,2024-02-13 12:01:00,51,3242,mobile,Digital Goods,AU,Manual_Keyed,0,23213.0,0.315797595453788,0.315797595453788,0,Low
8121,2024-02-13 12:02:00,61,3242,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.9092605119624348,0.9092605119624348,1,High
8122,2024-02-13 12:02:00,56,3242,mobile,Digital Goods,AU,Manual_Keyed,0,0.0,0.4389596709678755,0.4389596709678755,0,Low
8123,2024-02-13 12:12:00,358,4333,mobile,Fashion,US,Contactless,0,15310.0,0.09632329811587614,0.09632329811587614,0,Low
8124,2024-02-13 12:24:00,24,2780,web,Travel,DE,Chip,0,14429.0,0.027102660093356327,0.027102660093356327,0,Low
8125,2024-02-13 12:37:00,174,7885,web,Grocery,DE,Manual_Keyed,0,22557.0,0.4680564048071382,0.4680564048071382,0,Low
8126,2024-02-13 12:45:00,41,6432,mobile,Fashion,CA,Contactless,0,10086.0,0.16430690160616984,0.16430690160616984,0,Low
8127,2024-02-13 12:52:00,315,7273,tablet,Grocery,US,Chip,0,9999.0,0.3978418146726777,0.3978418146726777,0,Low
8128,2024-02-13 12:52:00,84,6716,mobile,Digital Goods,AU,Manual_Keyed,0,50334.0,0.7632545965883276,0.7632545965883276,0,Medium
8129,2024-02-13 12:53:00,57,6716,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.6854694287213391,0.6854694287213391,0,Low
8130,2024-02-13 12:54:00,79,6716,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.8961184553097318,0.8961184553097318,1,High
8131,2024-02-13 12:55:00,74,6716,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.8961184553097318,0.8961184553097318,1,High
8132,2024-02-13 12:55:00,84,6716,mobile,Digital Goods,AU,Manual_Keyed,0,0.0,0.7511480868418704,0.7511480868418704,0,Low
8133,2024-02-13 12:56:00,61,6716,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.9522866691052262,0.9522866691052262,1,Critical
8134,2024-02-13 12:57:00,55,6716,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.6854694287213391,0.6854694287213391,0,Low
8135,2024-02-13 12:57:00,78,2023,mobile,Digital Goods,AU,Manual_Keyed,0,213.0,0.6022620460037658,0.6022620460037658,0,Low
8136,2024-02-13 12:57:00,73,2023,mobile,Digital Goods,UK,Manual_Keyed,0,0.0,0.804881040621207,0.804881040621207,0,Medium
8137,2024-02-13 12:58:00,58,2023,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.8388974949753651,0.8388974949753651,1,Medium
8138,2024-02-13 12:59:00,60,2023,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.9092605119624348,0.9092605119624348,1,High
8139,2024-02-13 12:59:00,87,6850,mobile,Digital Goods,AU,Manual_Keyed,0,25443.0,0.577935001292365,0.577935001292365,0,Low
8140,2024-02-13 13:00:00,50,6850,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.7595739528767057,0.7595739528767057,0,Medium
8141,2024-02-13 13:01:00,89,6850,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.6839736453179334,0.6839736453179334,0,Low
8142,2024-02-13 13:02:00,83,6850,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.9096682838245201,0.9096682838245201,1,High
8143,2024-02-13 13:02:00,84,4527,mobile,Digital Goods,DE,Manual_Keyed,0,9999.0,0.8505889494082391,0.8505889494082391,1,Medium
8144,2024-02-13 13:03:00,60,4527,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.8388974949753651,0.8388974949753651,1,Medium
8145,2024-02-13 13:03:00,58,4527,mobile,Digital Goods,AU,Manual_Keyed,0,0.0,0.8388974949753651,0.8388974949753651,1,Medium
8146,2024-02-13 13:04:00,78,4527,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.804881040621207,0.804881040621207,0,Medium
8147,2024-02-13 13:04:00,59,4527,mobile,Digital Goods,UK,Manual_Keyed,0,0.0,0.9123320558386586,0.9123320558386586,1,High
8148,2024-02-13 13:05:00,61,4527,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.8388974949753651,0.8388974949753651,1,Medium
8149,2024-02-13 13:05:00,89,4527,mobile,Digital Goods,UK,Manual_Keyed,0,0.0,0.878354621456077,0.878354621456077,1,Medium
8150,2024-02-13 13:06:00,52,2884,mobile,Digital Goods,UK,Manual_Keyed,0,9999.0,0.39659797773703365,0.39659797773703365,0,Low
8151,2024-02-13 13:07:00,66,2884,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.8388974949753651,0.8388974949753651,1,Medium
8152,2024-02-13 13:07:00,78,2884,mobile,Digital Goods,AU,Manual_Keyed,0,0.0,0.6022620460037658,0.6022620460037658,0,Low
8153,2024-02-13 13:08:00,87,6160,mobile,Digital Goods,DE,Manual_Keyed,0,9999.0,0.8032254386369595,0.8032254386369595,0,Medium
8154,2024-02-13 13:09:00,78,6160,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.8961184553097318,0.8961184553097318,1,High
8155,2024-02-13 13:10:00,74,6160,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.804881040621207,0.804881040621207,0,Medium
8156,2024-02-13 13:10:00,57,6160,mobile,Digital Goods,AU,Manual_Keyed,0,0.0,0.4653169851629354,0.4653169851629354,0,Low
8157,2024-02-13 13:20:00,395,1087,mobile,Digital Goods,AU,Contactless,0,9999.0,0.16104910048516527,0.16104910048516527,0,Low
8158,2024-02-13 13:31:00,112,3032,web,Grocery,AU,Contactless,0,9999.0,0.07937720567587561,0.07937720567587561,0,Low
8159,2024-02-13 13:38:00,245,5591,web,Electronics,US,Contactless,0,43144.0,0.04117933761259965,0.04117933761259965,0,Low
8160,2024-02-13 13:38:00,56,2668,mobile,Digital Goods,AU,Manual_Keyed,0,8543.0,0.41711708545549564,0.41711708545549564,0,Low
8161,2024-02-13 13:39:00,74,2668,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.804881040621207,0.804881040621207,0,Medium
8162,2024-02-13 13:40:00,68,2668,mobile,Digital Goods,CA,Manual_Keyed,0,1.0,0.8666596292509285,0.8666596292509285,1,Medium
8163,2024-02-13 13:40:00,85,2668,mobile,Digital Goods,DE,Manual_Keyed,1,0.0,0.9417919842382091,0.9417919842382091,1,Critical
8164,2024-02-13 13:42:00,217,6065,web,Grocery,UK,Chip,0,8096.0,0.2006181783858128,0.2006181783858128,0,Low
8165,2024-02-13 13:52:00,160,1762,mobile,Grocery,UK,Chip,0,9999.0,0.331915813336383,0.331915813336383,0,Low
8166,2024-02-13 14:06:00,314,6790,web,Travel,DE,Contactless,0,9999.0,0.3067862891122561,0.3067862891122561,0,Low
8167,2024-02-13 14:18:00,2854,5586,web,Travel,US,Manual_Keyed,0,15539.0,0.26852996764633535,0.26852996764633535,0,Low
8168,2024-02-13 14:23:00,273,1285,mobile,Fashion,DE,Manual_Keyed,0,1038.0,0.2624401719547936,0.2624401719547936,0,Low
8169,2024-02-13 14:33:00,472,4804,mobile,Travel,UK,Contactless,0,1709.0,0.035033931128140454,0.035033931128140454,0,Low
8170,2024-02-13 14:41:00,362,5205,web,Digital Goods,UK,Contactless,0,9999.0,0.2480990135655547,0.2480990135655547,0,Low
8171,2024-02-13 14:56:00,491,4634,mobile,Grocery,DE,Contactless,0,16283.0,0.008387750715017503,0.008387750715017503,0,Low
8172,2024-02-13 14:57:00,55,3388,mobile,Digital Goods,UK,Manual_Keyed,0,25043.0,0.2999373852024702,0.2999373852024702,0,Low
8173,2024-02-13 14:58:00,69,3388,mobile,Digital Goods,CA,Manual_Keyed,0,1.0,0.792520341522807,0.792520341522807,0,Medium
8174,2024-02-13 14:58:00,65,3388,mobile,Digital Goods,DE,Manual_Keyed,0,0.0,0.9331776400478856,0.9331776400478856,1,High
8175,2024-02-13 14:59:00,78,3388,mobile,Digital Goods,CA,Manual_Keyed,0,1.0,0.776339997883773,0.776339997883773,0,Medium
8176,2024-02-13 14:59:00,88,7184,mobile,Digital Goods,DE,Manual_Keyed,0,48433.0,0.7772971209345191,0.7772971209345191,0,Medium
8177,2024-02-13 15:00:00,73,7184,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.8758779556740507,0.8758779556740507,1,Medium
8178,2024-02-13 15:00:00,57,7184,mobile,Digital Goods,DE,Manual_Keyed,0,0.0,0.6476402111839792,0.6476402111839792,0,Low
8179,2024-02-13 15:01:00,84,7184,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.9319673830129998,0.9319673830129998,1,High
8180,2024-02-13 15:01:00,83,7184,mobile,Digital Goods,UK,Manual_Keyed,0,0.0,0.8888514359722847,0.8888514359722847,1,High
8181,2024-02-13 15:02:00,61,7184,mobile,Digital Goods,CA,Manual_Keyed,0,1.0,0.9085349345349394,0.9085349345349394,1,High
8182,2024-02-13 15:10:00,273,1026,web,Fashion,US,Contactless,0,2006.0,0.03873811797806862,0.03873811797806862,0,Low
8183,2024-02-13 15:19:00,35,3658,mobile,Fashion,DE,Contactless,0,9999.0,0.013032570435605335,0.013032570435605335,0,Low
8184,2024-02-13 15:22:00,489,2477,tablet,Grocery,US,Contactless,0,57886.0,0.01261059257200391,0.01261059257200391,0,Low
8185,2024-02-13 15:25:00,2162,1807,mobile,Travel,US,Manual_Keyed,0,41269.0,0.7400535795002502,0.7400535795002502,0,Low
8186,2024-02-13 15:26:00,73,6618,mobile,Digital Goods,CA,Manual_Keyed,0,30159.0,0.34666844323831486,0.34666844323831486,0,Low
8187,2024-02-13 15:27:00,50,6618,mobile,Digital Goods,AU,Manual_Keyed,0,1.0,0.4566380012021039,0.4566380012021039,0,Low
8188,2024-02-13 15:28:00,74,6618,mobile,Digital Goods,DE,Manual_Keyed,0,1.0,0.8758779556740507,0.8758779556740507,1,Medium
8189,2024-02-13 15:29:00,72,6618,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.7783307042359543,0.7783307042359543,0,Medium
8190,2024-02-13 15:29:00,59,6618,mobile,Digital Goods,AU,Manual_Keyed,0,0.0,0.8272819503680268,0.8272819503680268,0,Medium
8191,2024-02-13 15:30:00,78,6618,mobile,Digital Goods,UK,Manual_Keyed,0,1.0,0.7783307042359543,0.7783307042359543,0,Medium
8192,2024-02-13 15:36:00,236,1064,mobile,Travel,DE,Contactless,0,49841.0,0.6131884361499479,0.6131884361499479,0,Low
8193,2024-02-13 15:38:00,112,2552,web,Grocery,US,Chip,0,9999.0,0.19941889488662265,0.19941889488662265,0,Low
