transaction_id,transaction_time,amount,is_fraud,user_id,device_type,merchant_category,ip_country,entry_mode
158,01-01-2024 22:31,496,0,3733,mobile,Fashion,US,Chip
159,01-01-2024 22:33,384,0,4800,mobile,Grocery,AU,Contactless
160,01-01-2024 22:48,52,0,1056,mobile,Electronics,US,Chip
161,01-01-2024 22:56,361,0,2216,mobile,Fashion,US,Chip
162,01-01-2024 23:09,141,0,7646,mobile,Fashion,DE,Contactless
163,01-01-2024 23:22,341,0,1548,web,Digital Goods,US,Chip
164,01-01-2024 23:32,196,0,5875,mobile,Digital Goods,DE,Manual_Keyed
165,01-01-2024 23:41,34,0,4788,web,Electronics,DE,Chip
166,01-01-2024 23:51,114,0,5807,mobile,Fashion,CA,Chip
167,01-01-2024 23:55,93,0,6244,mobile,Digital Goods,AU,Contactless
168,02-01-2024 00:07,1430,1,6869,mobile,Travel,UK,Manual_Keyed
169,02-01-2024 00:18,381,0,7079,mobile,Fashion,CA,Chip
170,02-01-2024 00:32,441,0,2579,mobile,Digital Goods,US,Contactless
171,02-01-2024 00:42,262,0,7604,mobile,Grocery,US,Manual_Keyed
172,02-01-2024 00:53,36,0,1533,tablet,Travel,UK,Chip
173,02-01-2024 00:59,105,0,5141,mobile,Digital Goods,US,Chip
174,02-01-2024 01:05,345,0,5068,mobile,Travel,AU,Chip
175,02-01-2024 01:12,165,0,6183,web,Travel,US,Contactless
176,02-01-2024 01:15,205,0,6423,mobile,Grocery,US,Chip
177,02-01-2024 01:26,190,0,1390,mobile,Digital Goods,US,Contactless
178,02-01-2024 01:40,70,0,6827,web,Fashion,US,Chip
179,02-01-2024 01:54,76,0,6633,mobile,Travel,AU,Contactless
180,02-01-2024 02:00,33,0,1587,web,Digital Goods,DE,Manual_Keyed
181,02-01-2024 02:10,86,0,7773,mobile,Travel,US,Contactless
182,02-01-2024 02:17,19,0,7625,mobile,Fashion,US,Contactless
183,02-01-2024 02:24,276,0,1836,mobile,Digital Goods,US,Chip
184,02-01-2024 02:37,189,0,2820,web,Grocery,US,Contactless
185,02-01-2024 02:44,240,0,3404,web,Digital Goods,AU,Chip
186,02-01-2024 02:50,317,0,1064,tablet,Fashion,UK,Chip
187,02-01-2024 02:53,120,0,5279,tablet,Fashion,AU,Contactless
188,02-01-2024 03:08,1082,1,5062,web,Travel,UK,Manual_Keyed
189,02-01-2024 03:19,295,0,1786,mobile,Grocery,US,Contactless
190,02-01-2024 03:25,351,0,4205,web,Electronics,DE,Manual_Keyed
191,02-01-2024 03:39,314,0,5343,mobile,Digital Goods,US,Manual_Keyed
192,02-01-2024 03:45,393,0,6869,mobile,Grocery,CA,Contactless
193,02-01-2024 03:54,211,0,3570,mobile,Travel,UK,Chip
194,02-01-2024 04:03,492,0,6190,tablet,Grocery,US,Chip
195,02-01-2024 04:08,100,0,1525,tablet,Travel,CA,Contactless
196,02-01-2024 04:15,269,0,2323,web,Digital Goods,US,Contactless
197,02-01-2024 04:24,324,0,6171,mobile,Travel,US,Manual_Keyed
198,02-01-2024 04:32,117,0,3402,mobile,Travel,US,Manual_Keyed
199,02-01-2024 04:37,106,0,6149,mobile,Electronics,US,Chip
200,02-01-2024 04:39,316,0,4255,mobile,Electronics,US,Contactless
201,02-01-2024 04:53,276,0,4959,mobile,Digital Goods,AU,Manual_Keyed
202,02-01-2024 05:02,225,0,5964,tablet,Travel,UK,Manual_Keyed
203,02-01-2024 05:16,351,0,7355,mobile,Electronics,US,Chip
204,02-01-2024 05:30,202,0,2343,mobile,Electronics,CA,Chip
205,02-01-2024 05:42,233,0,5277,mobile,Travel,US,Chip
206,02-01-2024 05:51,389,0,4369,web,Grocery,AU,Chip
207,02-01-2024 05:55,212,0,4613,web,Fashion,AU,Contactless
208,02-01-2024 06:07,68,0,7935,web,Grocery,DE,Contactless
209,02-01-2024 06:22,85,0,3683,web,Travel,UK,Contactless
210,02-01-2024 06:32,116,0,3368,mobile,Travel,AU,Contactless
211,02-01-2024 06:46,333,0,1158,web,Grocery,AU,Contactless
212,02-01-2024 06:53,124,0,4392,mobile,Electronics,US,Contactless
213,02-01-2024 07:05,479,0,7439,web,Electronics,US,Contactless
214,02-01-2024 07:18,177,0,3033,mobile,Digital Goods,UK,Contactless
215,02-01-2024 07:29,450,0,6892,web,Electronics,US,Manual_Keyed
216,02-01-2024 07:38,345,0,5669,web,Grocery,AU,Contactless
217,02-01-2024 07:43,295,0,6044,mobile,Digital Goods,US,Contactless
218,02-01-2024 07:49,389,0,7783,mobile,Electronics,DE,Chip
219,02-01-2024 08:04,110,0,1031,web,Electronics,AU,Manual_Keyed
220,02-01-2024 08:16,177,0,5061,mobile,Travel,US,Manual_Keyed
221,02-01-2024 08:19,44,0,4581,mobile,Grocery,DE,Chip
222,02-01-2024 08:22,434,0,2006,web,Travel,US,Contactless
223,02-01-2024 08:28,366,0,5595,mobile,Grocery,US,Contactless
224,02-01-2024 08:37,359,0,1666,mobile,Electronics,DE,Manual_Keyed
225,02-01-2024 08:45,397,0,4690,web,Digital Goods,DE,Chip
226,02-01-2024 08:48,386,0,3952,mobile,Digital Goods,AU,Contactless
227,02-01-2024 09:01,224,0,6763,web,Travel,AU,Contactless
228,02-01-2024 09:07,102,0,4596,mobile,Grocery,US,Chip
229,02-01-2024 09:09,369,0,7709,mobile,Digital Goods,US,Manual_Keyed
230,02-01-2024 09:17,65,0,1143,mobile,Travel,CA,Contactless
231,02-01-2024 09:19,54,0,2634,mobile,Electronics,US,Chip
232,02-01-2024 09:27,81,0,2311,mobile,Grocery,US,Contactless
233,02-01-2024 09:31,484,0,2706,mobile,Grocery,DE,Contactless
234,02-01-2024 09:45,410,0,1214,mobile,Grocery,AU,Contactless
235,02-01-2024 09:53,255,0,2360,mobile,Grocery,UK,Contactless
236,02-01-2024 10:04,392,0,4284,mobile,Grocery,US,Manual_Keyed
237,02-01-2024 10:11,290,0,1966,mobile,Electronics,US,Contactless
238,02-01-2024 10:20,97,0,6604,web,Grocery,US,Chip
239,02-01-2024 10:27,404,0,4918,mobile,Fashion,US,Chip
240,02-01-2024 10:37,440,0,7584,mobile,Grocery,US,Contactless
241,02-01-2024 10:42,177,0,2941,mobile,Travel,US,Chip
242,02-01-2024 10:46,179,0,4800,mobile,Digital Goods,AU,Contactless
243,02-01-2024 10:55,227,0,5790,web,Electronics,US,Contactless
244,02-01-2024 11:06,1279,1,2297,mobile,Travel,UK,Manual_Keyed
245,02-01-2024 11:16,496,0,6889,web,Travel,US,Chip
246,02-01-2024 11:29,252,0,2350,mobile,Grocery,UK,Contactless
247,02-01-2024 11:38,203,0,7852,mobile,Electronics,AU,Contactless
248,02-01-2024 11:40,449,0,1082,mobile,Digital Goods,US,Manual_Keyed
249,02-01-2024 11:52,358,0,7996,web,Fashion,CA,Contactless
250,02-01-2024 11:58,263,0,5463,mobile,Travel,DE,Chip
251,02-01-2024 12:01,269,0,6812,mobile,Digital Goods,DE,Manual_Keyed
252,02-01-2024 12:06,315,0,2981,web,Grocery,US,Chip
253,02-01-2024 12:18,247,0,7739,mobile,Grocery,US,Contactless
254,02-01-2024 12:33,41,0,5418,web,Grocery,AU,Chip
255,02-01-2024 12:42,440,0,4391,mobile,Fashion,AU,Chip
256,02-01-2024 12:49,138,0,4636,mobile,Travel,CA,Chip
257,02-01-2024 12:57,416,0,6012,mobile,Electronics,AU,Chip
258,02-01-2024 13:03,301,0,1924,mobile,Electronics,UK,Manual_Keyed
259,02-01-2024 13:07,215,0,4195,mobile,Digital Goods,US,Chip
260,02-01-2024 13:10,446,0,2388,mobile,Digital Goods,AU,Chip
261,02-01-2024 13:23,107,0,4736,mobile,Fashion,AU,Chip
262,02-01-2024 13:31,300,0,2906,web,Grocery,US,Chip
263,02-01-2024 13:33,426,0,2513,mobile,Travel,US,Contactless
264,02-01-2024 13:48,142,0,6885,mobile,Digital Goods,US,Contactless
265,02-01-2024 13:55,475,0,2182,web,Electronics,AU,Contactless
266,02-01-2024 14:10,493,0,4153,web,Fashion,US,Chip
267,02-01-2024 14:20,366,0,5355,web,Grocery,US,Chip
268,02-01-2024 14:34,83,0,4812,mobile,Electronics,AU,Contactless
269,02-01-2024 14:46,250,0,7462,mobile,Grocery,DE,Chip
270,02-01-2024 14:52,219,0,6890,tablet,Digital Goods,UK,Chip
271,02-01-2024 15:03,2043,1,1016,mobile,Travel,DE,Manual_Keyed
272,02-01-2024 15:11,443,0,6233,mobile,Electronics,CA,Contactless
273,02-01-2024 15:18,111,0,1571,mobile,Grocery,US,Manual_Keyed
274,02-01-2024 15:31,355,0,2276,mobile,Travel,DE,Chip
275,02-01-2024 15:44,226,0,7474,mobile,Digital Goods,CA,Manual_Keyed
276,02-01-2024 15:55,122,0,4009,mobile,Travel,AU,Chip
277,02-01-2024 16:09,187,0,6841,mobile,Grocery,US,Chip
278,02-01-2024 16:14,285,0,7382,mobile,Digital Goods,US,Contactless
279,02-01-2024 16:16,479,0,7240,mobile,Electronics,US,Contactless
280,02-01-2024 16:25,258,0,1207,web,Electronics,US,Contactless
281,02-01-2024 16:27,416,0,7827,mobile,Electronics,UK,Contactless
282,02-01-2024 16:31,344,0,7894,mobile,Travel,US,Contactless
283,02-01-2024 16:40,1816,1,4928,mobile,Travel,CA,Manual_Keyed
284,02-01-2024 16:50,55,0,5606,web,Fashion,US,Contactless
285,02-01-2024 16:58,41,0,5343,tablet,Fashion,UK,Chip
286,02-01-2024 17:12,375,0,6771,mobile,Fashion,CA,Manual_Keyed
287,02-01-2024 17:15,85,0,3701,mobile,Fashion,DE,Chip
288,02-01-2024 17:26,132,0,6123,mobile,Electronics,CA,Chip
289,02-01-2024 17:32,251,0,5039,web,Electronics,US,Chip
290,02-01-2024 17:45,264,0,3703,mobile,Grocery,AU,Chip
291,02-01-2024 17:52,332,0,7818,tablet,Travel,CA,Contactless
292,02-01-2024 17:58,406,0,5648,mobile,Grocery,US,Chip
293,02-01-2024 18:01,351,0,7327,mobile,Travel,DE,Chip
294,02-01-2024 18:08,409,0,1347,web,Digital Goods,AU,Contactless
295,02-01-2024 18:11,263,0,1040,mobile,Electronics,US,Contactless
296,02-01-2024 18:19,18,0,7565,mobile,Travel,US,Contactless
297,02-01-2024 18:27,35,0,4651,web,Digital Goods,US,Contactless
298,02-01-2024 18:41,354,0,5251,mobile,Grocery,US,Contactless
299,02-01-2024 18:44,198,0,5572,mobile,Electronics,CA,Chip
300,02-01-2024 18:48,219,0,3206,tablet,Grocery,DE,Chip
301,02-01-2024 18:54,1296,1,2617,mobile,Travel,DE,Manual_Keyed
302,02-01-2024 19:08,187,0,7475,web,Travel,US,Chip
303,02-01-2024 19:11,137,0,5810,mobile,Electronics,US,Chip
304,02-01-2024 19:17,492,0,1220,web,Grocery,US,Contactless
305,02-01-2024 19:21,489,0,7095,web,Travel,US,Contactless
306,02-01-2024 19:35,222,0,5253,mobile,Digital Goods,US,Contactless
307,02-01-2024 19:43,229,0,6879,mobile,Electronics,US,Chip
308,02-01-2024 19:52,351,0,3454,mobile,Grocery,CA,Chip
309,02-01-2024 20:03,414,0,3016,mobile,Electronics,US,Contactless
310,02-01-2024 20:12,387,0,3926,mobile,Grocery,AU,Contactless
311,02-01-2024 20:18,220,0,3208,mobile,Fashion,US,Contactless
312,02-01-2024 20:23,349,0,3184,mobile,Digital Goods,DE,Contactless
313,02-01-2024 20:33,454,0,2831,mobile,Grocery,UK,Contactless
314,02-01-2024 20:37,72,0,2203,web,Electronics,DE,Chip
315,02-01-2024 20:51,227,0,7515,web,Electronics,AU,Chip
316,02-01-2024 21:01,476,0,3129,mobile,Fashion,CA,Contactless
317,02-01-2024 21:09,290,0,1322,tablet,Travel,US,Chip
318,02-01-2024 21:17,303,0,1705,mobile,Travel,US,Contactless
319,02-01-2024 21:24,185,0,4651,mobile,Electronics,AU,Contactless
320,02-01-2024 21:33,472,0,6388,mobile,Travel,DE,Contactless
321,02-01-2024 21:45,498,0,4872,mobile,Fashion,US,Manual_Keyed
322,02-01-2024 21:58,269,0,3481,tablet,Digital Goods,US,Chip
323,02-01-2024 22:01,362,0,4440,web,Digital Goods,CA,Manual_Keyed
324,02-01-2024 22:08,343,0,1678,web,Electronics,UK,Chip
325,02-01-2024 22:22,320,0,4893,web,Grocery,US,Chip
326,02-01-2024 22:33,22,0,6678,web,Digital Goods,US,Chip
327,02-01-2024 22:47,298,0,4300,mobile,Travel,UK,Manual_Keyed
328,02-01-2024 23:00,136,0,3177,mobile,Grocery,US,Chip
329,02-01-2024 23:06,135,0,6631,mobile,Digital Goods,US,Contactless
330,02-01-2024 23:13,112,0,3300,mobile,Electronics,CA,Manual_Keyed
331,02-01-2024 23:20,383,0,6419,mobile,Grocery,US,Manual_Keyed
332,02-01-2024 23:24,40,0,4731,web,Electronics,US,Chip
333,02-01-2024 23:27,379,0,7901,mobile,Electronics,US,Chip
334,02-01-2024 23:38,494,0,5693,web,Travel,US,Chip
335,02-01-2024 23:52,493,0,7103,tablet,Travel,US,Chip
336,02-01-2024 23:57,382,0,3195,web,Travel,US,Contactless
337,03-01-2024 00:06,206,0,4122,mobile,Grocery,AU,Contactless
338,03-01-2024 00:20,87,0,5222,mobile,Travel,US,Chip
339,03-01-2024 00:28,310,0,2372,mobile,Electronics,DE,Chip
340,03-01-2024 00:39,144,0,3727,web,Electronics,DE,Chip
341,03-01-2024 00:44,218,0,6736,mobile,Fashion,US,Contactless
342,03-01-2024 00:58,355,0,2550,mobile,Grocery,US,Contactless
343,03-01-2024 01:10,72,0,1908,web,Grocery,DE,Contactless
344,03-01-2024 01:23,150,0,7784,mobile,Digital Goods,US,Chip
345,03-01-2024 01:34,231,0,4642,web,Fashion,CA,Chip
346,03-01-2024 01:36,96,0,5485,mobile,Digital Goods,US,Chip
347,03-01-2024 01:46,429,0,7582,mobile,Travel,US,Chip
348,03-01-2024 01:51,410,0,2244,mobile,Travel,UK,Chip
349,03-01-2024 01:56,315,0,4101,mobile,Fashion,AU,Chip
350,03-01-2024 01:58,168,0,2199,web,Fashion,DE,Chip
351,03-01-2024 02:11,184,0,4358,web,Digital Goods,US,Chip
352,03-01-2024 02:17,298,0,3007,mobile,Digital Goods,CA,Contactless
353,03-01-2024 02:25,297,0,7469,web,Digital Goods,US,Contactless
354,03-01-2024 02:39,261,0,7770,mobile,Fashion,UK,Chip
355,03-01-2024 02:47,427,0,5539,mobile,Grocery,DE,Chip
356,03-01-2024 02:53,143,0,4504,mobile,Travel,CA,Chip
357,03-01-2024 03:05,473,0,1641,mobile,Electronics,DE,Chip
358,03-01-2024 03:15,116,0,3429,web,Travel,CA,Chip
359,03-01-2024 03:28,188,0,4733,mobile,Electronics,UK,Chip
360,03-01-2024 03:37,117,0,7915,web,Digital Goods,US,Chip
361,03-01-2024 03:51,443,0,5224,web,Travel,US,Contactless
362,03-01-2024 03:54,88,0,6079,web,Electronics,UK,Contactless
363,03-01-2024 04:04,370,0,7593,web,Travel,DE,Chip
364,03-01-2024 04:13,421,0,2956,web,Fashion,CA,Manual_Keyed
365,03-01-2024 04:18,232,0,3289,web,Fashion,UK,Contactless
366,03-01-2024 04:30,290,0,6213,mobile,Grocery,US,Contactless
367,03-01-2024 04:39,66,0,4268,mobile,Digital Goods,US,Chip
368,03-01-2024 04:51,359,0,4840,mobile,Fashion,UK,Chip
369,03-01-2024 04:53,262,0,2114,tablet,Grocery,US,Chip
370,03-01-2024 05:07,67,0,6318,mobile,Digital Goods,US,Chip
371,03-01-2024 05:15,179,0,5346,mobile,Grocery,US,Contactless
372,03-01-2024 05:29,256,0,6642,mobile,Electronics,US,Chip
373,03-01-2024 05:42,291,0,1758,mobile,Fashion,US,Chip
374,03-01-2024 05:48,361,0,7980,mobile,Travel,UK,Contactless
375,03-01-2024 05:59,1545,1,5381,web,Travel,AU,Manual_Keyed
376,03-01-2024 06:08,343,0,6993,tablet,Fashion,US,Chip
377,03-01-2024 06:13,492,0,2252,mobile,Fashion,DE,Chip
378,03-01-2024 06:15,244,0,7799,web,Travel,DE,Contactless
379,03-01-2024 06:24,200,0,5716,mobile,Travel,CA,Contactless
380,03-01-2024 06:28,327,0,2956,web,Electronics,AU,Contactless
381,03-01-2024 06:40,201,0,2436,mobile,Grocery,CA,Contactless
382,03-01-2024 06:50,249,0,6912,mobile,Digital Goods,US,Chip
383,03-01-2024 07:00,368,0,7732,mobile,Travel,UK,Chip
384,03-01-2024 07:03,161,0,7114,mobile,Grocery,CA,Contactless
