transaction_id,transaction_time,amount,user_id,device_type,merchant_category,ip_country,entry_mode
8062,2024-02-13 09:06:00,70,4669,mobile,Digital Goods,UK,Manual_Keyed
8063,2024-02-13 09:07:00,55,2550,mobile,Digital Goods,CA,Manual_Keyed
8064,2024-02-13 09:07:00,84,2550,mobile,Digital Goods,CA,Manual_Keyed
8065,2024-02-13 09:08:00,69,2550,mobile,Digital Goods,DE,Manual_Keyed
8066,2024-02-13 09:09:00,50,2550,mobile,Digital Goods,UK,Manual_Keyed
8067,2024-02-13 09:17:00,172,4286,web,Electronics,AU,Chip
8068,2024-02-13 09:24:00,342,2023,web,Travel,US,Chip
8069,2024-02-13 09:36:00,189,3413,mobile,Grocery,CA,Contactless
8070,2024-02-13 09:48:00,310,1105,mobile,Grocery,CA,Contactless
8071,2024-02-13 09:48:00,60,7221,mobile,Digital Goods,UK,Manual_Keyed
8072,2024-02-13 09:49:00,58,7221,mobile,Digital Goods,UK,Manual_Keyed
8073,2024-02-13 09:50:00,72,7221,mobile,Digital Goods,AU,Manual_Keyed
8074,2024-02-13 09:50:00,77,7221,mobile,Digital Goods,DE,Manual_Keyed
8075,2024-02-13 09:51:00,78,7221,mobile,Digital Goods,UK,Manual_Keyed
8076,2024-02-13 09:51:00,76,2766,mobile,Digital Goods,DE,Manual_Keyed
8077,2024-02-13 09:51:00,55,2766,mobile,Digital Goods,DE,Manual_Keyed
8078,2024-02-13 09:52:00,55,2766,mobile,Digital Goods,AU,Manual_Keyed
8079,2024-02-13 09:52:00,85,2766,mobile,Digital Goods,UK,Manual_Keyed
8080,2024-02-13 09:53:00,54,2766,mobile,Digital Goods,AU,Manual_Keyed
8081,2024-02-13 09:54:00,77,2766,mobile,Digital Goods,AU,Manual_Keyed
8082,2024-02-13 09:55:00,86,2766,mobile,Digital Goods,DE,Manual_Keyed
8083,2024-02-13 09:55:00,50,4007,mobile,Digital Goods,DE,Manual_Keyed
8084,2024-02-13 09:56:00,72,4007,mobile,Digital Goods,DE,Manual_Keyed
8085,2024-02-13 09:57:00,89,4007,mobile,Digital Goods,AU,Manual_Keyed
8086,2024-02-13 09:57:00,72,4007,mobile,Digital Goods,AU,Manual_Keyed
8087,2024-02-13 10:02:00,340,4676,web,Digital Goods,AU,Contactless
8088,2024-02-13 10:11:00,2804,6652,mobile,Travel,AU,Manual_Keyed
8089,2024-02-13 10:13:00,93,5949,tablet,Fashion,US,Manual_Keyed
8090,2024-02-13 10:18:00,60,1746,mobile,Digital Goods,UK,Contactless
8091,2024-02-13 10:25:00,341,6319,mobile,Electronics,US,Contactless
8092,2024-02-13 10:36:00,156,7277,mobile,Electronics,CA,Chip
8093,2024-02-13 10:40:00,331,2280,mobile,Grocery,AU,Contactless
8094,2024-02-13 10:41:00,54,3369,mobile,Digital Goods,CA,Manual_Keyed
8095,2024-02-13 10:41:00,82,3369,mobile,Digital Goods,AU,Manual_Keyed
8096,2024-02-13 10:42:00,50,3369,mobile,Digital Goods,CA,Manual_Keyed
8097,2024-02-13 10:43:00,66,3369,mobile,Digital Goods,DE,Manual_Keyed
8098,2024-02-13 10:53:00,303,2171,web,Grocery,DE,Contactless
8099,2024-02-13 11:07:00,44,2795,mobile,Digital Goods,DE,Contactless
8100,2024-02-13 11:07:00,57,6936,mobile,Digital Goods,DE,Manual_Keyed
8101,2024-02-13 11:08:00,83,6936,mobile,Digital Goods,AU,Manual_Keyed
8102,2024-02-13 11:08:00,79,6936,mobile,Digital Goods,AU,Manual_Keyed
8103,2024-02-13 11:09:00,62,6936,mobile,Digital Goods,DE,Manual_Keyed
8104,2024-02-13 11:09:00,60,6936,mobile,Digital Goods,CA,Manual_Keyed
8105,2024-02-13 11:10:00,68,6936,mobile,Digital Goods,UK,Manual_Keyed
8106,2024-02-13 11:14:00,432,2403,mobile,Electronics,CA,Chip
8107,2024-02-13 11:26:00,230,7954,mobile,Digital Goods,UK,Chip
8108,2024-02-13 11:38:00,19,2251,mobile,Electronics,US,Chip
8109,2024-02-13 11:39:00,78,5145,mobile,Digital Goods,DE,Manual_Keyed
8110,2024-02-13 11:39:00,73,5145,mobile,Digital Goods,UK,Manual_Keyed
8111,2024-02-13 11:40:00,76,5145,mobile,Digital Goods,UK,Manual_Keyed
8112,2024-02-13 11:40:00,66,5145,mobile,Digital Goods,CA,Manual_Keyed
8113,2024-02-13 11:41:00,65,1884,mobile,Digital Goods,AU,Manual_Keyed
8114,2024-02-13 11:41:00,76,1884,mobile,Digital Goods,UK,Manual_Keyed
8115,2024-02-13 11:42:00,66,1884,mobile,Digital Goods,DE,Manual_Keyed
8116,2024-02-13 11:43:00,64,1884,mobile,Digital Goods,AU,Manual_Keyed
8117,2024-02-13 11:44:00,62,1884,mobile,Digital Goods,AU,Manual_Keyed
8118,2024-02-13 11:51:00,264,7840,mobile,Electronics,US,Contactless
8119,2024-02-13 12:01:00,453,2601,web,Electronics,UK,Manual_Keyed
8120,2024-02-13 12:01:00,51,3242,mobile,Digital Goods,AU,Manual_Keyed
8121,2024-02-13 12:02:00,61,3242,mobile,Digital Goods,UK,Manual_Keyed
8122,2024-02-13 12:02:00,56,3242,mobile,Digital Goods,AU,Manual_Keyed
8123,2024-02-13 12:12:00,358,4333,mobile,Fashion,US,Contactless
8124,2024-02-13 12:24:00,24,2780,web,Travel,DE,Chip
8125,2024-02-13 12:37:00,174,7885,web,Grocery,DE,Manual_Keyed
8126,2024-02-13 12:45:00,41,6432,mobile,Fashion,CA,Contactless
8127,2024-02-13 12:52:00,315,7273,tablet,Grocery,US,Chip
8128,2024-02-13 12:52:00,84,6716,mobile,Digital Goods,AU,Manual_Keyed
8129,2024-02-13 12:53:00,57,6716,mobile,Digital Goods,DE,Manual_Keyed
8130,2024-02-13 12:54:00,79,6716,mobile,Digital Goods,DE,Manual_Keyed
8131,2024-02-13 12:55:00,74,6716,mobile,Digital Goods,DE,Manual_Keyed
8132,2024-02-13 12:55:00,84,6716,mobile,Digital Goods,AU,Manual_Keyed
8133,2024-02-13 12:56:00,61,6716,mobile,Digital Goods,DE,Manual_Keyed
8134,2024-02-13 12:57:00,55,6716,mobile,Digital Goods,DE,Manual_Keyed
8135,2024-02-13 12:57:00,78,2023,mobile,Digital Goods,AU,Manual_Keyed
8136,2024-02-13 12:57:00,73,2023,mobile,Digital Goods,UK,Manual_Keyed
8137,2024-02-13 12:58:00,58,2023,mobile,Digital Goods,AU,Manual_Keyed
8138,2024-02-13 12:59:00,60,2023,mobile,Digital Goods,UK,Manual_Keyed
8139,2024-02-13 12:59:00,87,6850,mobile,Digital Goods,AU,Manual_Keyed
8140,2024-02-13 13:00:00,50,6850,mobile,Digital Goods,DE,Manual_Keyed
8141,2024-02-13 13:01:00,89,6850,mobile,Digital Goods,AU,Manual_Keyed
8142,2024-02-13 13:02:00,83,6850,mobile,Digital Goods,UK,Manual_Keyed
8143,2024-02-13 13:02:00,84,4527,mobile,Digital Goods,DE,Manual_Keyed
8144,2024-02-13 13:03:00,60,4527,mobile,Digital Goods,AU,Manual_Keyed
8145,2024-02-13 13:03:00,58,4527,mobile,Digital Goods,AU,Manual_Keyed
8146,2024-02-13 13:04:00,78,4527,mobile,Digital Goods,UK,Manual_Keyed
8147,2024-02-13 13:04:00,59,4527,mobile,Digital Goods,UK,Manual_Keyed
8148,2024-02-13 13:05:00,61,4527,mobile,Digital Goods,AU,Manual_Keyed
8149,2024-02-13 13:05:00,89,4527,mobile,Digital Goods,UK,Manual_Keyed
8150,2024-02-13 13:06:00,52,2884,mobile,Digital Goods,UK,Manual_Keyed
8151,2024-02-13 13:07:00,66,2884,mobile,Digital Goods,AU,Manual_Keyed
8152,2024-02-13 13:07:00,78,2884,mobile,Digital Goods,AU,Manual_Keyed
8153,2024-02-13 13:08:00,87,6160,mobile,Digital Goods,DE,Manual_Keyed
8154,2024-02-13 13:09:00,78,6160,mobile,Digital Goods,DE,Manual_Keyed
8155,2024-02-13 13:10:00,74,6160,mobile,Digital Goods,UK,Manual_Keyed
8156,2024-02-13 13:10:00,57,6160,mobile,Digital Goods,AU,Manual_Keyed
8157,2024-02-13 13:20:00,395,1087,mobile,Digital Goods,AU,Contactless
8158,2024-02-13 13:31:00,112,3032,web,Grocery,AU,Contactless
8159,2024-02-13 13:38:00,245,5591,web,Electronics,US,Contactless
8160,2024-02-13 13:38:00,56,2668,mobile,Digital Goods,AU,Manual_Keyed
8161,2024-02-13 13:39:00,74,2668,mobile,Digital Goods,UK,Manual_Keyed
8162,2024-02-13 13:40:00,68,2668,mobile,Digital Goods,CA,Manual_Keyed
8163,2024-02-13 13:40:00,85,2668,mobile,Digital Goods,DE,Manual_Keyed
8164,2024-02-13 13:42:00,217,6065,web,Grocery,UK,Chip
8165,2024-02-13 13:52:00,160,1762,mobile,Grocery,UK,Chip
8166,2024-02-13 14:06:00,314,6790,web,Travel,DE,Contactless
8167,2024-02-13 14:18:00,2854,5586,web,Travel,US,Manual_Keyed
8168,2024-02-13 14:23:00,273,1285,mobile,Fashion,DE,Manual_Keyed
8169,2024-02-13 14:33:00,472,4804,mobile,Travel,UK,Contactless
8170,2024-02-13 14:41:00,362,5205,web,Digital Goods,UK,Contactless
8171,2024-02-13 14:56:00,491,4634,mobile,Grocery,DE,Contactless
8172,2024-02-13 14:57:00,55,3388,mobile,Digital Goods,UK,Manual_Keyed
8173,2024-02-13 14:58:00,69,3388,mobile,Digital Goods,CA,Manual_Keyed
8174,2024-02-13 14:58:00,65,3388,mobile,Digital Goods,DE,Manual_Keyed
8175,2024-02-13 14:59:00,78,3388,mobile,Digital Goods,CA,Manual_Keyed
8176,2024-02-13 14:59:00,88,7184,mobile,Digital Goods,DE,Manual_Keyed
8177,2024-02-13 15:00:00,73,7184,mobile,Digital Goods,DE,Manual_Keyed
8178,2024-02-13 15:00:00,57,7184,mobile,Digital Goods,DE,Manual_Keyed
8179,2024-02-13 15:01:00,84,7184,mobile,Digital Goods,DE,Manual_Keyed
8180,2024-02-13 15:01:00,83,7184,mobile,Digital Goods,UK,Manual_Keyed
8181,2024-02-13 15:02:00,61,7184,mobile,Digital Goods,CA,Manual_Keyed
8182,2024-02-13 15:10:00,273,1026,web,Fashion,US,Contactless
8183,2024-02-13 15:19:00,35,3658,mobile,Fashion,DE,Contactless
8184,2024-02-13 15:22:00,489,2477,tablet,Grocery,US,Contactless
8185,2024-02-13 15:25:00,2162,1807,mobile,Travel,US,Manual_Keyed
8186,2024-02-13 15:26:00,73,6618,mobile,Digital Goods,CA,Manual_Keyed
8187,2024-02-13 15:27:00,50,6618,mobile,Digital Goods,AU,Manual_Keyed
8188,2024-02-13 15:28:00,74,6618,mobile,Digital Goods,DE,Manual_Keyed
8189,2024-02-13 15:29:00,72,6618,mobile,Digital Goods,UK,Manual_Keyed
8190,2024-02-13 15:29:00,59,6618,mobile,Digital Goods,AU,Manual_Keyed
8191,2024-02-13 15:30:00,78,6618,mobile,Digital Goods,UK,Manual_Keyed
8192,2024-02-13 15:36:00,236,1064,mobile,Travel,DE,Contactless
8193,2024-02-13 15:38:00,112,2552,web,Grocery,US,Chip
8194,2024-02-13 15:38:00,85,1886,mobile,Digital Goods,DE,Manual_Keyed
8195,2024-02-13 15:38:00,59,1886,mobile,Digital Goods,UK,Manual_Keyed
8196,2024-02-13 15:39:00,52,1886,mobile,Digital Goods,DE,Manual_Keyed
8197,2024-02-13 15:43:00,451,5166,tablet,Grocery,DE,Chip
8198,2024-02-13 15:48:00,169,2235,web,Digital Goods,AU,Chip
8199,2024-02-13 16:01:00,136,7351,web,Electronics,UK,Chip
8200,2024-02-13 16:01:00,58,1355,mobile,Digital Goods,CA,Manual_Keyed
8201,2024-02-13 16:02:00,74,1355,mobile,Digital Goods,UK,Manual_Keyed
8202,2024-02-13 16:03:00,71,1355,mobile,Digital Goods,UK,Manual_Keyed
8203,2024-02-13 16:04:00,69,1355,mobile,Digital Goods,UK,Manual_Keyed
8204,2024-02-13 16:05:00,66,1355,mobile,Digital Goods,AU,Manual_Keyed
8205,2024-02-13 16:05:00,80,1355,mobile,Digital Goods,UK,Manual_Keyed
8206,2024-02-13 16:18:00,321,5766,web,Grocery,US,Chip
8207,2024-02-13 16:26:00,318,3040,web,Digital Goods,US,Chip
8208,2024-02-13 16:26:00,57,6077,mobile,Digital Goods,CA,Manual_Keyed
8209,2024-02-13 16:27:00,87,6077,mobile,Digital Goods,DE,Manual_Keyed
8210,2024-02-13 16:27:00,69,6077,mobile,Digital Goods,UK,Manual_Keyed
8211,2024-02-13 16:27:00,59,6077,mobile,Digital Goods,UK,Manual_Keyed
8212,2024-02-13 16:35:00,127,6643,mobile,Fashion,UK,Chip
8213,2024-02-13 16:45:00,371,3720,tablet,Grocery,CA,Contactless
8214,2024-02-13 16:46:00,68,7912,mobile,Digital Goods,CA,Manual_Keyed
8215,2024-02-13 16:47:00,56,7912,mobile,Digital Goods,CA,Manual_Keyed
8216,2024-02-13 16:47:00,62,7912,mobile,Digital Goods,AU,Manual_Keyed
8217,2024-02-13 16:47:00,85,7912,mobile,Digital Goods,UK,Manual_Keyed
8218,2024-02-13 16:48:00,88,7912,mobile,Digital Goods,UK,Manual_Keyed
8219,2024-02-13 16:48:00,51,5771,mobile,Digital Goods,AU,Manual_Keyed
8220,2024-02-13 16:49:00,52,5771,mobile,Digital Goods,CA,Manual_Keyed
8221,2024-02-13 16:49:00,68,5771,mobile,Digital Goods,CA,Manual_Keyed
8222,2024-02-13 16:50:00,86,5771,mobile,Digital Goods,CA,Manual_Keyed
8223,2024-02-13 16:51:00,75,5771,mobile,Digital Goods,AU,Manual_Keyed
8224,2024-02-13 17:01:00,223,7005,mobile,Electronics,AU,Contactless
8225,2024-02-13 17:15:00,75,2755,mobile,Digital Goods,UK,Chip
8226,2024-02-13 17:25:00,322,2480,web,Grocery,US,Contactless
8227,2024-02-13 17:28:00,49,4248,mobile,Grocery,US,Contactless
8228,2024-02-13 17:28:00,50,7017,mobile,Digital Goods,AU,Manual_Keyed
8229,2024-02-13 17:29:00,67,7017,mobile,Digital Goods,DE,Manual_Keyed
8230,2024-02-13 17:29:00,56,7017,mobile,Digital Goods,AU,Manual_Keyed
8231,2024-02-13 17:30:00,83,7017,mobile,Digital Goods,DE,Manual_Keyed
8232,2024-02-13 17:31:00,58,7017,mobile,Digital Goods,DE,Manual_Keyed
8233,2024-02-13 17:37:00,238,7656,mobile,Digital Goods,US,Manual_Keyed
8234,2024-02-13 17:50:00,114,6249,mobile,Electronics,US,Chip
8235,2024-02-13 17:51:00,78,2132,mobile,Digital Goods,DE,Manual_Keyed
8236,2024-02-13 17:51:00,88,2132,mobile,Digital Goods,AU,Manual_Keyed
8237,2024-02-13 17:51:00,76,2132,mobile,Digital Goods,UK,Manual_Keyed
8238,2024-02-13 17:52:00,66,2132,mobile,Digital Goods,AU,Manual_Keyed
8239,2024-02-13 17:52:00,78,7044,mobile,Digital Goods,CA,Manual_Keyed
8240,2024-02-13 17:52:00,85,7044,mobile,Digital Goods,CA,Manual_Keyed
8241,2024-02-13 17:53:00,76,7044,mobile,Digital Goods,DE,Manual_Keyed
8242,2024-02-13 17:53:00,87,7044,mobile,Digital Goods,UK,Manual_Keyed
8243,2024-02-13 17:54:00,67,5286,mobile,Digital Goods,UK,Manual_Keyed
8244,2024-02-13 17:54:00,54,5286,mobile,Digital Goods,UK,Manual_Keyed
8245,2024-02-13 17:54:00,85,5286,mobile,Digital Goods,DE,Manual_Keyed
8246,2024-02-13 17:55:00,78,5286,mobile,Digital Goods,AU,Manual_Keyed
8247,2024-02-13 17:55:00,76,5286,mobile,Digital Goods,UK,Manual_Keyed
8248,2024-02-13 17:56:00,74,5286,mobile,Digital Goods,AU,Manual_Keyed
8249,2024-02-13 17:56:00,86,5286,mobile,Digital Goods,AU,Manual_Keyed
8250,2024-02-13 18:10:00,386,4118,web,Travel,UK,Chip
8251,2024-02-13 18:13:00,101,1175,mobile,Fashion,US,Contactless
8252,2024-02-13 18:13:00,68,1691,mobile,Digital Goods,CA,Manual_Keyed
8253,2024-02-13 18:14:00,66,1691,mobile,Digital Goods,CA,Manual_Keyed
8254,2024-02-13 18:14:00,72,1691,mobile,Digital Goods,UK,Manual_Keyed
8255,2024-02-13 18:14:00,87,1691,mobile,Digital Goods,UK,Manual_Keyed
8256,2024-02-13 18:15:00,70,7080,mobile,Digital Goods,CA,Manual_Keyed
8257,2024-02-13 18:16:00,75,7080,mobile,Digital Goods,AU,Manual_Keyed
8258,2024-02-13 18:16:00,83,7080,mobile,Digital Goods,UK,Manual_Keyed
8259,2024-02-13 18:17:00,57,7080,mobile,Digital Goods,DE,Manual_Keyed
8260,2024-02-13 18:17:00,61,7080,mobile,Digital Goods,DE,Manual_Keyed
8261,2024-02-13 18:18:00,78,7080,mobile,Digital Goods,AU,Manual_Keyed
8262,2024-02-13 18:19:00,52,7080,mobile,Digital Goods,AU,Manual_Keyed
8263,2024-02-13 18:22:00,105,5962,tablet,Grocery,CA,Contactless
8264,2024-02-13 18:31:00,144,5141,mobile,Electronics,UK,Contactless
8265,2024-02-13 18:31:00,86,6948,mobile,Digital Goods,CA,Manual_Keyed
8266,2024-02-13 18:31:00,77,6948,mobile,Digital Goods,CA,Manual_Keyed
8267,2024-02-13 18:32:00,56,6948,mobile,Digital Goods,CA,Manual_Keyed
8268,2024-02-13 18:32:00,73,6948,mobile,Digital Goods,CA,Manual_Keyed
8269,2024-02-13 18:33:00,61,6948,mobile,Digital Goods,CA,Manual_Keyed
8270,2024-02-13 18:34:00,79,6948,mobile,Digital Goods,AU,Manual_Keyed
8271,2024-02-13 18:41:00,334,4542,mobile,Fashion,US,Chip
8272,2024-02-13 18:51:00,72,2752,mobile,Digital Goods,US,Manual_Keyed
8273,2024-02-13 19:01:00,445,4591,mobile,Fashion,DE,Chip
8274,2024-02-13 19:02:00,87,3793,mobile,Digital Goods,UK,Manual_Keyed
8275,2024-02-13 19:03:00,83,3793,mobile,Digital Goods,UK,Manual_Keyed
8276,2024-02-13 19:04:00,62,3793,mobile,Digital Goods,DE,Manual_Keyed
8277,2024-02-13 19:04:00,75,3793,mobile,Digital Goods,UK,Manual_Keyed
8278,2024-02-13 19:05:00,61,3793,mobile,Digital Goods,CA,Manual_Keyed
8279,2024-02-13 19:14:00,64,2213,mobile,Electronics,UK,Manual_Keyed
8280,2024-02-13 19:29:00,172,7198,mobile,Grocery,UK,Contactless
8281,2024-02-13 19:30:00,51,3882,mobile,Digital Goods,DE,Manual_Keyed
8282,2024-02-13 19:30:00,78,3882,mobile,Digital Goods,CA,Manual_Keyed
8283,2024-02-13 19:31:00,61,3882,mobile,Digital Goods,AU,Manual_Keyed
8284,2024-02-13 19:32:00,63,3882,mobile,Digital Goods,CA,Manual_Keyed
8285,2024-02-13 19:32:00,72,3882,mobile,Digital Goods,CA,Manual_Keyed
8286,2024-02-13 19:32:00,72,3882,mobile,Digital Goods,UK,Manual_Keyed
8287,2024-02-13 19:33:00,89,3882,mobile,Digital Goods,CA,Manual_Keyed
8288,2024-02-13 19:37:00,802,4003,mobile,Travel,CA,Manual_Keyed
8289,2024-02-13 19:42:00,408,2418,web,Grocery,DE,Chip
8290,2024-02-13 19:52:00,367,6852,tablet,Fashion,CA,Contactless
8291,2024-02-13 20:03:00,70,4268,mobile,Grocery,US,Chip
8292,2024-02-13 20:03:00,64,7797,mobile,Digital Goods,CA,Manual_Keyed
8293,2024-02-13 20:04:00,76,7797,mobile,Digital Goods,CA,Manual_Keyed
8294,2024-02-13 20:05:00,71,7797,mobile,Digital Goods,CA,Manual_Keyed
8295,2024-02-13 20:05:00,58,7797,mobile,Digital Goods,AU,Manual_Keyed
8296,2024-02-13 20:06:00,72,7797,mobile,Digital Goods,DE,Manual_Keyed
8297,2024-02-13 20:07:00,87,7797,mobile,Digital Goods,CA,Manual_Keyed
8298,2024-02-13 20:19:00,445,3794,mobile,Travel,US,Chip
8299,2024-02-13 20:20:00,71,6485,mobile,Digital Goods,AU,Manual_Keyed
8300,2024-02-13 20:20:00,62,6485,mobile,Digital Goods,AU,Manual_Keyed
8301,2024-02-13 20:21:00,76,6485,mobile,Digital Goods,CA,Manual_Keyed
8302,2024-02-13 20:22:00,68,6485,mobile,Digital Goods,AU,Manual_Keyed
8303,2024-02-13 20:30:00,322,5889,mobile,Fashion,US,Contactless
8304,2024-02-13 20:41:00,152,2824,mobile,Travel,US,Chip
8305,2024-02-13 20:53:00,480,3118,mobile,Fashion,AU,Contactless
8306,2024-02-13 21:07:00,85,1062,web,Grocery,UK,Manual_Keyed
8307,2024-02-13 21:16:00,159,7841,mobile,Travel,CA,Chip
8308,2024-02-13 21:19:00,40,4880,mobile,Travel,US,Contactless
8309,2024-02-13 21:20:00,80,3437,mobile,Digital Goods,UK,Manual_Keyed
8310,2024-02-13 21:21:00,77,3437,mobile,Digital Goods,CA,Manual_Keyed
8311,2024-02-13 21:22:00,87,3437,mobile,Digital Goods,AU,Manual_Keyed
8312,2024-02-13 21:22:00,63,3437,mobile,Digital Goods,UK,Manual_Keyed
8313,2024-02-13 21:23:00,71,5131,mobile,Digital Goods,AU,Manual_Keyed
8314,2024-02-13 21:24:00,88,5131,mobile,Digital Goods,CA,Manual_Keyed
8315,2024-02-13 21:24:00,71,5131,mobile,Digital Goods,CA,Manual_Keyed
8316,2024-02-13 21:25:00,70,5131,mobile,Digital Goods,UK,Manual_Keyed
8317,2024-02-13 21:25:00,50,5131,mobile,Digital Goods,UK,Manual_Keyed
8318,2024-02-13 21:36:00,297,7674,mobile,Grocery,UK,Chip
8319,2024-02-13 21:48:00,484,5005,mobile,Electronics,CA,Contactless
8320,2024-02-13 21:58:00,375,2966,mobile,Electronics,US,Chip
8321,2024-02-13 22:04:00,11,7819,tablet,Travel,US,Chip
8322,2024-02-13 22:18:00,142,2293,mobile,Grocery,CA,Chip
8323,2024-02-13 22:25:00,73,4580,mobile,Travel,US,Chip
8324,2024-02-13 22:31:00,108,4570,mobile,Electronics,US,Chip
8325,2024-02-13 22:41:00,45,1097,web,Electronics,DE,Chip
8326,2024-02-13 22:48:00,158,5945,web,Digital Goods,DE,Chip
8327,2024-02-13 22:49:00,64,7679,mobile,Digital Goods,CA,Manual_Keyed
8328,2024-02-13 22:49:00,72,7679,mobile,Digital Goods,UK,Manual_Keyed
8329,2024-02-13 22:50:00,88,7679,mobile,Digital Goods,AU,Manual_Keyed
8330,2024-02-13 23:02:00,132,4147,web,Digital Goods,AU,Contactless
8331,2024-02-13 23:07:00,451,2187,mobile,Fashion,DE,Contactless
