transaction_id,transaction_time,amount,user_id,device_type,merchant_category,ip_country,entry_mode,is_fraud,inter_txn_minutes,anomaly_score,risk_flag
4202,2024-01-26 00:08:00,152,1061,mobile,Digital Goods,US,Chip,0,9999.0,3.5744740831552187e-07,0
65,2024-01-01 09:00:00,73,1062,web,Digital Goods,AU,Contactless,0,9999.0,8.716937831577175e-07,0
2849,2024-01-17 22:26:00,413,1062,mobile,Travel,US,Contactless,0,23846.0,2.6209373648077816e-07,0
6591,2024-02-09 06:22:00,361,1062,mobile,Electronics,US,Chip,0,32156.0,2.634999206724786e-07,0
8306,2024-02-13 21:07:00,85,1062,web,Grocery,UK,Manual_Keyed,0,6645.0,0.00020024588506949173,0
3292,2024-01-20 14:01:00,220,1063,mobile,Digital Goods,US,Chip,0,9999.0,3.6744244801752103e-07,0
186,2024-01-02 02:50:00,317,1064,tablet,Fashion,UK,Chip,0,9999.0,3.2225774509248017e-07,0
1528,2024-01-10 00:55:00,38,1064,web,Fashion,US,Chip,0,11405.0,1.610521086974302e-07,0
8192,2024-02-13 15:36:00,236,1064,mobile,Travel,DE,Contactless,0,49841.0,2.4454161667847776e-07,0
1685,2024-01-10 22:38:00,205,1065,tablet,Digital Goods,US,Manual_Keyed,0,9999.0,9.483039026879844e-06,0
1235,2024-01-08 05:50:00,229,1066,web,Fashion,US,Chip,0,9999.0,2.5675418713646814e-07,0
1775,2024-01-11 12:04:00,40,1066,mobile,Fashion,AU,Contactless,0,4694.0,1.9111250549865584e-07,0
4015,2024-01-24 20:19:00,281,1067,mobile,Electronics,US,Chip,0,9999.0,2.2470294159770583e-07,0
7949,2024-02-13 02:38:00,398,1068,mobile,Travel,DE,Contactless,0,9999.0,4.4190173878240344e-07,0
1587,2024-01-10 09:16:00,220,1070,web,Grocery,US,Chip,0,9999.0,2.1830679841193063e-07,0
4750,2024-01-29 06:21:00,401,1070,web,Fashion,US,Chip,0,27185.0,2.5675418713646814e-07,0
6947,2024-02-10 12:56:00,224,1070,mobile,Travel,US,Chip,0,17675.0,3.159456296087563e-07,0
3065,2024-01-19 04:16:00,1216,1072,mobile,Travel,UK,Manual_Keyed,1,9999.0,0.9999932078690035,1
2947,2024-01-18 11:51:00,125,1073,mobile,Electronics,DE,Chip,0,9999.0,4.3189966717497817e-07,0
6929,2024-02-10 11:49:00,103,1074,tablet,Grocery,US,Chip,0,9999.0,2.845295833331624e-07,0
764,2024-01-05 11:18:00,20,1075,mobile,Electronics,US,Contactless,0,9999.0,1.6119464574458954e-07,0
3247,2024-01-20 07:09:00,90,1076,tablet,Travel,AU,Contactless,0,9999.0,2.956471982133292e-07,0
7332,2024-02-11 11:16:00,301,1077,mobile,Grocery,US,Manual_Keyed,0,9999.0,4.628362282981274e-06,0
6335,2024-02-07 17:55:00,151,1078,tablet,Electronics,US,Manual_Keyed,0,9999.0,4.9692804313664695e-06,0
7464,2024-02-11 19:22:00,85,1078,mobile,Digital Goods,CA,Manual_Keyed,1,5847.0,0.999991227814009,1
7465,2024-02-11 19:23:00,70,1078,mobile,Digital Goods,DE,Manual_Keyed,1,1.0,0.9999991593493395,1
7466,2024-02-11 19:23:00,79,1078,mobile,Digital Goods,DE,Manual_Keyed,1,0.0,0.9999991590856266,1
7467,2024-02-11 19:24:00,57,1078,mobile,Digital Goods,CA,Manual_Keyed,1,1.0,0.9999996214238965,1
7468,2024-02-11 19:24:00,75,1078,mobile,Digital Goods,UK,Manual_Keyed,1,0.0,0.9999991467500087,1
9361,2024-02-16 12:35:00,174,1078,mobile,Travel,DE,Contactless,0,6791.0,2.5853194250859593e-07,0
2911,2024-01-18 06:14:00,65,1079,tablet,Travel,US,Contactless,0,9999.0,5.227778971841837e-07,0
3640,2024-01-22 14:29:00,396,1079,tablet,Digital Goods,US,Chip,0,6255.0,2.0508563625004563e-07,0
5920,2024-02-05 06:42:00,490,1080,web,Travel,US,Chip,0,9999.0,2.994776960047657e-07,0
148,2024-01-01 21:08:00,170,1081,mobile,Digital Goods,AU,Contactless,0,9999.0,3.859840830142324e-07,0
248,2024-01-02 11:40:00,449,1082,mobile,Digital Goods,US,Manual_Keyed,0,9999.0,6.668622303588999e-06,0
4263,2024-01-26 08:45:00,2812,1083,web,Travel,US,Manual_Keyed,1,9999.0,0.9999960739991366,1
441,2024-01-03 15:46:00,354,1085,web,Fashion,US,Chip,0,9999.0,2.3346503152889445e-07,0
1203,2024-01-08 00:55:00,60,1085,mobile,Travel,US,Chip,0,6309.0,1.1201685333286714e-06,0
1313,2024-01-08 16:51:00,453,1086,mobile,Grocery,CA,Contactless,0,9999.0,2.333629682948251e-07,0
8157,2024-02-13 13:20:00,395,1087,mobile,Digital Goods,AU,Contactless,0,9999.0,1.0338389846247164e-06,0
9329,2024-02-16 10:23:00,74,1087,mobile,Digital Goods,AU,Manual_Keyed,1,4143.0,0.9999929657651908,1
9330,2024-02-16 10:24:00,55,1087,mobile,Digital Goods,UK,Manual_Keyed,1,1.0,0.9999995734420436,1
9331,2024-02-16 10:25:00,71,1087,mobile,Digital Goods,AU,Manual_Keyed,1,1.0,0.9999989429206996,1
9332,2024-02-16 10:26:00,71,1087,mobile,Digital Goods,UK,Manual_Keyed,1,1.0,0.9999992423208545,1
1096,2024-01-07 09:48:00,303,1088,mobile,Grocery,US,Chip,0,9999.0,2.634999206724786e-07,0
4503,2024-01-27 18:02:00,191,1088,mobile,Fashion,US,Manual_Keyed,0,29294.0,2.5729573189809117e-06,0
5653,2024-02-03 17:15:00,363,1088,mobile,Travel,US,Contactless,0,10033.0,3.159456296087563e-07,0
1800,2024-01-11 15:31:00,117,1089,mobile,Fashion,UK,Contactless,0,9999.0,3.8646699531859847e-07,0
9982,2024-02-17 22:37:00,67,1089,mobile,Digital Goods,CA,Manual_Keyed,1,53706.0,0.9999981031500118,1
9983,2024-02-17 22:38:00,74,1089,mobile,Digital Goods,DE,Manual_Keyed,1,1.0,0.999999159723143,1
9984,2024-02-17 22:39:00,61,1089,mobile,Digital Goods,CA,Manual_Keyed,1,1.0,0.9999991414096483,1
9985,2024-02-17 22:39:00,72,1089,mobile,Digital Goods,UK,Manual_Keyed,1,0.0,0.9999991468357636,1
9986,2024-02-17 22:40:00,56,1089,mobile,Digital Goods,UK,Manual_Keyed,1,1.0,0.9999996158547441,1
9987,2024-02-17 22:41:00,87,1089,mobile,Digital Goods,CA,Manual_Keyed,1,1.0,0.9999983819792225,1
9988,2024-02-17 22:41:00,81,1089,mobile,Digital Goods,AU,Manual_Keyed,1,0.0,0.9999991326896823,1
954,2024-01-06 13:06:00,57,1090,mobile,Grocery,US,Contactless,0,9999.0,2.6125939045165077e-06,0
9532,2024-02-16 20:51:00,485,1090,web,Travel,UK,Contactless,0,59505.0,6.399924381258406e-07,0
1942,2024-01-12 11:57:00,298,1091,web,Travel,US,Chip,0,9999.0,3.318755881096769e-07,0
2101,2024-01-13 11:13:00,413,1092,mobile,Digital Goods,US,Chip,0,9999.0,3.859688718171396e-07,0
5947,2024-02-05 10:32:00,2809,1092,mobile,Travel,AU,Manual_Keyed,1,33079.0,0.999990170525841,1
6535,2024-02-08 23:08:00,446,1092,tablet,Digital Goods,DE,Contactless,0,5076.0,3.578175251253845e-07,0
5517,2024-02-02 20:31:00,233,1093,web,Digital Goods,US,Contactless,0,9999.0,3.5349039923850943e-07,0
4224,2024-01-26 03:05:00,133,1094,mobile,Travel,US,Chip,0,9999.0,3.0734656980694955e-07,0
4731,2024-01-29 03:31:00,107,1094,mobile,Fashion,UK,Chip,0,4346.0,1.9175907716407952e-07,0
3621,2024-01-22 11:45:00,339,1095,mobile,Fashion,US,Chip,0,9999.0,2.772454797628501e-07,0
2511,2024-01-15 21:36:00,96,1097,mobile,Electronics,CA,Chip,0,9999.0,2.891157759574976e-07,0
3742,2024-01-23 04:30:00,358,1097,mobile,Travel,AU,Chip,0,10494.0,3.335689182156056e-07,0
8325,2024-02-13 22:41:00,45,1097,web,Electronics,DE,Chip,0,31331.0,1.5166458892778022e-07,0
4753,2024-01-29 06:45:00,408,1098,mobile,Grocery,US,Contactless,0,9999.0,2.5675418713646814e-07,0
7103,2024-02-10 22:34:00,97,1098,web,Digital Goods,CA,Chip,0,18229.0,4.0662393774553025e-07,0
8465,2024-02-14 08:42:00,87,1098,mobile,Grocery,US,Contactless,0,4928.0,6.640487861305128e-07,0
5277,2024-02-01 08:44:00,355,1099,mobile,Travel,AU,Chip,0,9999.0,3.2240177378253737e-07,0
775,2024-01-05 12:43:00,489,1101,web,Travel,UK,Contactless,0,9999.0,4.1267969449823125e-07,0
1479,2024-01-09 16:41:00,319,1101,mobile,Grocery,US,Chip,0,5998.0,1.7383019727328154e-07,0
918,2024-01-06 08:36:00,78,1103,mobile,Grocery,US,Contactless,0,9999.0,4.813913105071386e-07,0
5211,2024-02-01 00:19:00,304,1105,mobile,Fashion,US,Chip,0,9999.0,2.634999206724786e-07,0
5596,2024-02-03 08:28:00,153,1105,web,Grocery,US,Chip,0,3369.0,1.3859773841318062e-07,0
6549,2024-02-09 00:54:00,439,1105,web,Electronics,US,Chip,0,8186.0,2.2441705792879268e-07,0
8070,2024-02-13 09:48:00,310,1105,mobile,Grocery,CA,Contactless,0,6294.0,1.7847875700310613e-07,0
8460,2024-02-14 07:49:00,122,1105,web,Grocery,US,Contactless,0,1321.0,1.9178259265485961e-07,0
1306,2024-01-08 15:43:00,86,1107,mobile,Fashion,US,Contactless,0,9999.0,9.171656086395556e-07,0
5843,2024-02-04 19:33:00,204,1108,mobile,Grocery,US,Manual_Keyed,0,9999.0,3.768541552501263e-06,0
6903,2024-02-10 09:26:00,174,1111,web,Grocery,CA,Manual_Keyed,0,9999.0,2.9434162492600984e-06,0
3850,2024-01-23 19:17:00,185,1112,web,Travel,US,Contactless,0,9999.0,2.7117197063120007e-07,0
5023,2024-01-30 21:55:00,137,1112,web,Grocery,US,Contactless,0,10238.0,2.3248605776224567e-07,0
726,2024-01-05 06:58:00,449,1113,mobile,Digital Goods,US,Chip,0,9999.0,3.5744740831552187e-07,0
7666,2024-02-12 06:24:00,55,1113,mobile,Digital Goods,UK,Manual_Keyed,1,54686.0,0.9997297963247463,1
7667,2024-02-12 06:25:00,50,1113,mobile,Digital Goods,UK,Manual_Keyed,1,1.0,0.999996889196646,1
7668,2024-02-12 06:26:00,74,1113,mobile,Digital Goods,UK,Manual_Keyed,1,1.0,0.9999991436779322,1
7669,2024-02-12 06:26:00,69,1113,mobile,Digital Goods,CA,Manual_Keyed,1,0.0,0.9999987452588203,1
7816,2024-02-12 17:35:00,456,1114,mobile,Electronics,US,Chip,0,9999.0,2.7458203166837493e-07,0
8576,2024-02-14 15:39:00,293,1114,mobile,Travel,US,Chip,0,2764.0,2.0275571818631993e-07,0
790,2024-01-05 14:36:00,402,1115,mobile,Digital Goods,US,Contactless,0,9999.0,3.6744244801752103e-07,0
2231,2024-01-14 04:59:00,1499,1117,mobile,Travel,DE,Manual_Keyed,1,9999.0,0.9999933703343725,1
3651,2024-01-22 16:25:00,183,1117,mobile,Electronics,US,Chip,0,12206.0,2.7458203166837493e-07,0
2023,2024-01-12 23:34:00,62,1118,mobile,Electronics,US,Manual_Keyed,0,9999.0,1.1786218366340721e-05,0
2708,2024-01-17 02:01:00,53,1118,mobile,Grocery,US,Chip,0,5907.0,3.053070875275915e-07,0
1899,2024-01-12 05:33:00,170,1119,mobile,Grocery,US,Contactless,0,9999.0,2.634999206724786e-07,0
3971,2024-01-24 13:45:00,183,1119,tablet,Grocery,DE,Contactless,0,17772.0,3.770476722821069e-07,0
2858,2024-01-17 23:27:00,203,1120,mobile,Fashion,US,Chip,0,9999.0,2.2470294159770583e-07,0
8790,2024-02-15 04:02:00,385,1121,mobile,Fashion,US,Chip,0,9999.0,2.634999206724786e-07,0
9898,2024-02-17 19:35:00,124,1121,mobile,Electronics,UK,Contactless,0,3813.0,2.4210991859101227e-07,0
1437,2024-01-09 10:26:00,391,1122,web,Fashion,DE,Chip,0,9999.0,3.794900873950305e-07,0
5761,2024-02-04 07:56:00,336,1122,mobile,Grocery,CA,Contactless,0,37290.0,5.070638482535371e-07,0
4761,2024-01-29 07:58:00,301,1124,web,Grocery,AU,Contactless,0,9999.0,2.081729512066305e-07,0
503,2024-01-04 00:57:00,130,1125,web,Fashion,DE,Chip,0,9999.0,3.667856050606541e-07,0
7445,2024-02-11 17:58:00,77,1125,mobile,Digital Goods,CA,Manual_Keyed,1,55741.0,0.9999976810303736,1
7446,2024-02-11 17:59:00,84,1125,mobile,Digital Goods,DE,Manual_Keyed,1,1.0,0.9999987036290711,1
7447,2024-02-11 17:59:00,76,1125,mobile,Digital Goods,UK,Manual_Keyed,1,0.0,0.9999990446118708,1
7448,2024-02-11 18:00:00,67,1125,mobile,Digital Goods,CA,Manual_Keyed,1,1.0,0.99999903374226,1
7449,2024-02-11 18:00:00,66,1125,mobile,Digital Goods,DE,Manual_Keyed,1,0.0,0.9999990629541889,1
7450,2024-02-11 18:01:00,74,1125,mobile,Digital Goods,DE,Manual_Keyed,1,1.0,0.9999990588558556,1
7451,2024-02-11 18:01:00,68,1125,mobile,Digital Goods,CA,Manual_Keyed,1,0.0,0.9999990280426402,1
786,2024-01-05 14:10:00,236,1126,web,Electronics,DE,Manual_Keyed,0,9999.0,8.065797497793347e-06,0
5108,2024-01-31 10:13:00,147,1127,mobile,Digital Goods,CA,Chip,0,9999.0,8.889226194490735e-07,0
5663,2024-02-03 18:21:00,382,1127,web,Travel,UK,Manual_Keyed,0,4808.0,3.0096361706110264e-06,0
4122,2024-01-25 12:39:00,68,1128,mobile,Fashion,US,Contactless,0,9999.0,4.91237002020228e-07,0
3166,2024-01-19 18:34:00,475,1130,mobile,Electronics,AU,Contactless,0,9999.0,2.5272893234216526e-07,0
1880,2024-01-12 02:29:00,242,1133,mobile,Travel,US,Chip,0,9999.0,3.0734656980694955e-07,0
1757,2024-01-11 09:24:00,63,1134,mobile,Digital Goods,US,Contactless,0,9999.0,9.157851879232387e-07,0
3284,2024-01-20 13:00:00,64,1134,mobile,Grocery,UK,Chip,0,13176.0,1.1235588325831912e-06,0
5228,2024-02-01 03:04:00,345,1134,web,Grocery,US,Contactless,0,16684.0,2.634999206724786e-07,0
5813,2024-02-04 15:34:00,435,1134,tablet,Fashion,US,Chip,0,5070.0,1.6959647090974628e-07,0
7212,2024-02-11 04:01:00,352,1134,mobile,Travel,DE,Contactless,0,9387.0,2.551514422670894e-07,0
8713,2024-02-14 22:48:00,69,1134,mobile,Digital Goods,AU,Manual_Keyed,1,5447.0,0.9999471297118477,1
8714,2024-02-14 22:49:00,54,1134,mobile,Digital Goods,AU,Manual_Keyed,1,1.0,0.9999949136000391,1
8715,2024-02-14 22:49:00,83,1134,mobile,Digital Goods,DE,Manual_Keyed,1,0.0,0.999998614762688,1
8716,2024-02-14 22:50:00,80,1134,mobile,Digital Goods,CA,Manual_Keyed,1,1.0,0.9999990276451589,1
8717,2024-02-14 22:51:00,53,1134,mobile,Digital Goods,UK,Manual_Keyed,1,1.0,0.9999987344954656,1
1207,2024-01-08 01:26:00,393,1135,mobile,Travel,CA,Chip,0,9999.0,2.491531132367879e-07,0
1010,2024-01-06 21:29:00,198,1136,mobile,Travel,UK,Contactless,0,9999.0,3.971924217612438e-07,0
4240,2024-01-26 05:29:00,29,1136,web,Grocery,US,Contactless,0,27840.0,1.6110743821962105e-07,0
4340,2024-01-26 18:55:00,217,1136,mobile,Travel,AU,Contactless,0,806.0,5.802528618296964e-07,0
4528,2024-01-27 22:08:00,306,1136,web,Fashion,DE,Chip,0,1633.0,1.5686242600778736e-07,0
1074,2024-01-07 06:38:00,496,1137,mobile,Electronics,US,Contactless,0,9999.0,2.6349935419372113e-07,0
2071,2024-01-13 07:13:00,203,1137,mobile,Electronics,US,Chip,0,8675.0,1.7812040917458282e-07,0
3892,2024-01-24 01:41:00,188,1138,mobile,Digital Goods,US,Chip,0,9999.0,2.748650134948303e-07,0
9793,2024-02-17 13:38:00,78,1140,mobile,Digital Goods,DE,Manual_Keyed,1,9999.0,0.9999639763179015,1
9794,2024-02-17 13:38:00,81,1140,mobile,Digital Goods,AU,Manual_Keyed,1,0.0,0.9999990378316513,1
9795,2024-02-17 13:39:00,65,1140,mobile,Digital Goods,AU,Manual_Keyed,1,1.0,0.9999990429224249,1
9796,2024-02-17 13:40:00,53,1140,mobile,Digital Goods,DE,Manual_Keyed,1,1.0,0.9999995383823587,1
9797,2024-02-17 13:40:00,67,1140,mobile,Digital Goods,AU,Manual_Keyed,1,0.0,0.9999990420774317,1
4757,2024-01-29 07:20:00,335,1141,web,Grocery,US,Contactless,0,9999.0,2.5675418713646814e-07,0
4560,2024-01-28 03:01:00,149,1142,mobile,Grocery,US,Contactless,0,9999.0,2.634999206724786e-07,0
9702,2024-02-17 07:19:00,88,1142,mobile,Digital Goods,CA,Manual_Keyed,1,29058.0,0.99997509610186,1
9703,2024-02-17 07:20:00,79,1142,mobile,Digital Goods,DE,Manual_Keyed,1,1.0,0.9999992633163244,1
9704,2024-02-17 07:20:00,80,1142,mobile,Digital Goods,UK,Manual_Keyed,1,0.0,0.9999992526012925,1
9705,2024-02-17 07:21:00,79,1142,mobile,Digital Goods,AU,Manual_Keyed,1,1.0,0.9999989572868285,1
9706,2024-02-17 07:22:00,84,1142,mobile,Digital Goods,UK,Manual_Keyed,1,1.0,0.9999989615313849,1
9707,2024-02-17 07:22:00,77,1142,mobile,Digital Goods,CA,Manual_Keyed,1,0.0,0.999998956351403,1
9708,2024-02-17 07:22:00,68,1142,mobile,Digital Goods,CA,Manual_Keyed,1,0.0,0.9999987954589679,1
230,2024-01-02 09:17:00,65,1143,mobile,Travel,CA,Contactless,0,9999.0,8.868372917276532e-07,0
609,2024-01-04 15:22:00,129,1144,web,Fashion,DE,Chip,0,9999.0,3.770476722821069e-07,0
3692,2024-01-22 22:21:00,258,1144,web,Electronics,UK,Chip,0,26339.0,4.951322947331637e-07,0
385,2024-01-03 07:12:00,343,1145,mobile,Grocery,US,Contactless,0,9999.0,2.1830679841193063e-07,0
4326,2024-01-26 16:52:00,1229,1145,web,Travel,AU,Manual_Keyed,1,33700.0,0.9999899203443887,1
1322,2024-01-08 18:22:00,423,1146,web,Fashion,US,Chip,0,9999.0,2.642767951882052e-07,0
4922,2024-01-30 07:13:00,198,1146,mobile,Grocery,US,Contactless,0,31011.0,2.258683691270794e-07,0
9724,2024-02-17 08:43:00,177,1146,web,Travel,US,Chip,0,26010.0,3.0734656980694955e-07,0
4044,2024-01-25 00:31:00,211,1147,mobile,Grocery,US,Contactless,0,9999.0,2.634999206724786e-07,0
4056,2024-01-25 02:18:00,316,1148,web,Digital Goods,US,Chip,0,9999.0,3.5792266656360773e-07,0
5899,2024-02-05 03:59:00,273,1148,web,Digital Goods,US,Contactless,0,15941.0,2.8215240692634235e-07,0
5072,2024-01-31 05:01:00,206,1149,mobile,Fashion,UK,Contactless,0,9999.0,3.114692734245674e-07,0
